title,id_number,relative_url,mp4-low,mp4,mp4-low-ios,youtube_url,translated_description
Conic sections,conics-precalc,/video/foci-of-an-ellipse,https://cdn.kastatic.org/KA-youtube-converted/QR2vxfwiHAU.mp4-low/QR2vxfwiHAU-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/QR2vxfwiHAU.mp4/QR2vxfwiHAU.mp4,https://cdn.kastatic.org/KA-youtube-converted/QR2vxfwiHAU.mp4-low-ios/QR2vxfwiHAU-low-ios.mp4,http://www.youtube.com/watch?v=QR2vxfwiHAU&feature=youtube_gdata_player,Sal explains how the radii and the foci of an ellipse relate to each other  and how we can use this relationship in order to find the foci from the equation of an ellipse.
Conic sections,conics-precalc,/video/focus-and-directrix-introduction,https://cdn.kastatic.org/KA-youtube-converted/pe8Dm_FUpdU.mp4-low/pe8Dm_FUpdU-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/pe8Dm_FUpdU.mp4/pe8Dm_FUpdU.mp4,https://cdn.kastatic.org/KA-youtube-converted/pe8Dm_FUpdU.mp4-low-ios/pe8Dm_FUpdU-low-ios.mp4,http://www.youtube.com/watch?v=pe8Dm_FUpdU&feature=youtube_gdata_player,A parabola is the set of all points equidistant from a point (called the "focus") and a line (called the "directrix"). See this video to learn more about this.
Conic sections,conics-precalc,/video/equation-for-parabola-from-focus-and-directrix,https://cdn.kastatic.org/KA-youtube-converted/okXVhDMuGFg.mp4-low/okXVhDMuGFg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/okXVhDMuGFg.mp4/okXVhDMuGFg.mp4,https://cdn.kastatic.org/KA-youtube-converted/okXVhDMuGFg.mp4-low-ios/okXVhDMuGFg-low-ios.mp4,http://www.youtube.com/watch?v=okXVhDMuGFg&feature=youtube_gdata_player,The equation of a parabola is derived from the focus and directrix  and then the general formula is used to solve an example.
Conic sections,conics-precalc,/video/finding-focus-and-directrix-from-vertex,https://cdn.kastatic.org/KA-youtube-converted/w56Vuf9tHfA.mp4-low/w56Vuf9tHfA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/w56Vuf9tHfA.mp4/w56Vuf9tHfA.mp4,https://cdn.kastatic.org/KA-youtube-converted/w56Vuf9tHfA.mp4-low-ios/w56Vuf9tHfA-low-ios.mp4,http://www.youtube.com/watch?v=w56Vuf9tHfA&feature=youtube_gdata_player,Given the parabola equation y-23/4=-1/3(x-1)^2  Sal finds the parabola's focus and directrix using the general formula for a parabola whose focus is (a b) and directrix is y=k.
Conic sections,conics-precalc,/video/conic-sections-intro-to-hyperbolas,https://cdn.kastatic.org/KA-youtube-converted/pzSyOTkAsY4.mp4-low/pzSyOTkAsY4-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/pzSyOTkAsY4.mp4/pzSyOTkAsY4.mp4,https://cdn.kastatic.org/KA-youtube-converted/pzSyOTkAsY4.mp4-low-ios/pzSyOTkAsY4-low-ios.mp4,http://www.youtube.com/watch?v=pzSyOTkAsY4&feature=youtube_gdata_player,Sal introduces the standard equation for hyperbolas  and how it can be used in order to determine the direction of the hyperbola and its vertices.
Conic sections,conics-precalc,/video/vertices-and-direction-of-a-hyperbola,https://cdn.kastatic.org/KA-youtube-converted/oO3nWnJppqg.mp4-low/oO3nWnJppqg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/oO3nWnJppqg.mp4/oO3nWnJppqg.mp4,https://cdn.kastatic.org/KA-youtube-converted/oO3nWnJppqg.mp4-low-ios/oO3nWnJppqg-low-ios.mp4,http://www.youtube.com/watch?v=oO3nWnJppqg&feature=youtube_gdata_player,Sal picks the graph of y²/9-x²/4=1 based on the hyperbola's center  direction  & vertices.
Conic sections,conics-precalc,/video/vertices-and-direction-of-a-hyperbola-2,https://cdn.kastatic.org/KA-youtube-converted/hnVFThmLW5Q.mp4-low/hnVFThmLW5Q-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/hnVFThmLW5Q.mp4/hnVFThmLW5Q.mp4,https://cdn.kastatic.org/KA-youtube-converted/hnVFThmLW5Q.mp4-low-ios/hnVFThmLW5Q-low-ios.mp4,http://www.youtube.com/watch?v=hnVFThmLW5Q&feature=youtube_gdata_player,Sal matches an equation to a given graph of a hyperbola  based on the hyperbola's direction & vertices.
Conic sections,conics-precalc,/video/conic-sections-hyperbolas-2,https://cdn.kastatic.org/KA-youtube-converted/hl58vTCqVIY.mp4-low/hl58vTCqVIY-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/hl58vTCqVIY.mp4/hl58vTCqVIY.mp4,https://cdn.kastatic.org/KA-youtube-converted/hl58vTCqVIY.mp4-low-ios/hl58vTCqVIY-low-ios.mp4,http://www.youtube.com/watch?v=hl58vTCqVIY&feature=youtube_gdata_player,Given the hyperbola equation y^2/4-x^2/9=1  Sal determines the direction to which it opens and its vertices in order to draw its graph.
Conic sections,conics-precalc,/video/foci-of-a-hyperbola,https://cdn.kastatic.org/KA-youtube-converted/S0Fd2Tg2v7M.mp4-low/S0Fd2Tg2v7M-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/S0Fd2Tg2v7M.mp4/S0Fd2Tg2v7M.mp4,https://cdn.kastatic.org/KA-youtube-converted/S0Fd2Tg2v7M.mp4-low-ios/S0Fd2Tg2v7M-low-ios.mp4,http://www.youtube.com/watch?v=S0Fd2Tg2v7M&feature=youtube_gdata_player,Sal discusses the foci of hyperbolas and shows how they relate to hyperbola equations.
Conic sections,conics-precalc,/video/proof-hyperbola-foci,https://cdn.kastatic.org/KA-youtube-converted/HPRFmu7JsKU.mp4-low/HPRFmu7JsKU-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/HPRFmu7JsKU.mp4/HPRFmu7JsKU.mp4,https://cdn.kastatic.org/KA-youtube-converted/HPRFmu7JsKU.mp4-low-ios/HPRFmu7JsKU-low-ios.mp4,http://www.youtube.com/watch?v=HPRFmu7JsKU&feature=youtube_gdata_player,Sal proves why  for the general hyperbola equation x^2/a^2-y^2/b^2=1  the focal length f forms the equation f^2=a^2+b^2 with the parameters a and b.
Conic sections,conics-precalc,/video/conic-sections-hyperbolas-3,https://cdn.kastatic.org/KA-youtube-converted/lGQw-W1PxBE.mp4-low/lGQw-W1PxBE-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/lGQw-W1PxBE.mp4/lGQw-W1PxBE.mp4,https://cdn.kastatic.org/KA-youtube-converted/lGQw-W1PxBE.mp4-low-ios/lGQw-W1PxBE-low-ios.mp4,http://www.youtube.com/watch?v=lGQw-W1PxBE&feature=youtube_gdata_player,Sal analyzes the hyperbola whose equation is (x-1)^2/16-(y+1)^2/4=1  and graphs it.
Conic sections,conics-precalc,/video/conic-identification-3,https://cdn.kastatic.org/KA-youtube-converted/Dru0RHgfp2g.mp4-low/Dru0RHgfp2g-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/Dru0RHgfp2g.mp4/Dru0RHgfp2g.mp4,https://cdn.kastatic.org/KA-youtube-converted/Dru0RHgfp2g.mp4-low-ios/Dru0RHgfp2g-low-ios.mp4,http://www.youtube.com/watch?v=Dru0RHgfp2g&feature=youtube_gdata_player,Sal manipulates the equation x^2+y^2-3x+4y=4 in order to find that it represents a circle  and the equation 2x^2+y+12x+16=0 in order to find it represents a parabola.
Conic sections,conics-precalc,/video/identifying-conics-1,https://cdn.kastatic.org/KA-youtube-converted/LSJuu4Qm2qQ.mp4-low/LSJuu4Qm2qQ-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/LSJuu4Qm2qQ.mp4/LSJuu4Qm2qQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/LSJuu4Qm2qQ.mp4-low-ios/LSJuu4Qm2qQ-low-ios.mp4,http://www.youtube.com/watch?v=LSJuu4Qm2qQ&feature=youtube_gdata_player,Sal manipulates the equation 9x^2+4y^2+54x-8y+49=0 in order to find that it represents an ellipse.
Conic sections,conics-precalc,/video/identifying-conics-2,https://cdn.kastatic.org/KA-youtube-converted/cvA4VN1dpuY.mp4-low/cvA4VN1dpuY-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/cvA4VN1dpuY.mp4/cvA4VN1dpuY.mp4,https://cdn.kastatic.org/KA-youtube-converted/cvA4VN1dpuY.mp4-low-ios/cvA4VN1dpuY-low-ios.mp4,http://www.youtube.com/watch?v=cvA4VN1dpuY&feature=youtube_gdata_player,Sal manipulates the equation 4y^2-50x=25x^2+16y+109 in order to find that it represents a hyperbola.
Conic sections,conics-precalc,/video/tangent-line-hyperbola-relationship-very-optional,https://cdn.kastatic.org/KA-youtube-converted/c_8QQbVQKU0.mp4-low/c_8QQbVQKU0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/c_8QQbVQKU0.mp4/c_8QQbVQKU0.mp4,https://cdn.kastatic.org/KA-youtube-converted/c_8QQbVQKU0.mp4-low-ios/c_8QQbVQKU0-low-ios.mp4,http://www.youtube.com/watch?v=c_8QQbVQKU0&feature=youtube_gdata_player,How a tangent line relates to a hyperbola. Might be useful for some competitive exams where there isn't time to derive (like we are doing in this video).
Conic sections,conics-precalc,/video/iit-jee-circle-hyperbola-common-tangent-part-1,https://cdn.kastatic.org/KA-youtube-converted/MhLfun2Vask.mp4-low/MhLfun2Vask-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/MhLfun2Vask.mp4/MhLfun2Vask.mp4,https://cdn.kastatic.org/KA-youtube-converted/MhLfun2Vask.mp4-low-ios/MhLfun2Vask-low-ios.mp4,http://www.youtube.com/watch?v=MhLfun2Vask&feature=youtube_gdata_player,2010 IIT JEE Paper 1 Problem 45: Find the equation of a tangent common a given circle and a given hyperbola.
Conic sections,conics-precalc,/video/iit-jee-circle-hyperbola-common-tangent-part-2,https://cdn.kastatic.org/KA-youtube-converted/0imeUgSxR10.mp4-low/0imeUgSxR10-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/0imeUgSxR10.mp4/0imeUgSxR10.mp4,https://cdn.kastatic.org/KA-youtube-converted/0imeUgSxR10.mp4-low-ios/0imeUgSxR10-low-ios.mp4,http://www.youtube.com/watch?v=0imeUgSxR10&feature=youtube_gdata_player,2010 IIT JEE Paper 1 Problem 45 Circle Hyperbola Common Tangent Part 2
Conic sections,conics-precalc,/video/iit-jee-circle-hyperbola-common-tangent-part-3,https://cdn.kastatic.org/KA-youtube-converted/RomnHMWSLoE.mp4-low/RomnHMWSLoE-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/RomnHMWSLoE.mp4/RomnHMWSLoE.mp4,https://cdn.kastatic.org/KA-youtube-converted/RomnHMWSLoE.mp4-low-ios/RomnHMWSLoE-low-ios.mp4,http://www.youtube.com/watch?v=RomnHMWSLoE&feature=youtube_gdata_player,2010 IIT JEE Paper 1 Problem 45 Circle Hyperbola Common Tangent Part 3
Conic sections,conics-precalc,/video/iit-jee-circle-hyperbola-common-tangent-part-4,https://cdn.kastatic.org/KA-youtube-converted/eGo8C2Jshzs.mp4-low/eGo8C2Jshzs-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/eGo8C2Jshzs.mp4/eGo8C2Jshzs.mp4,https://cdn.kastatic.org/KA-youtube-converted/eGo8C2Jshzs.mp4-low-ios/eGo8C2Jshzs-low-ios.mp4,http://www.youtube.com/watch?v=eGo8C2Jshzs&feature=youtube_gdata_player,2010 IIT JEE Paper 1 Problem 45 Circle Hyperbola Common Tangent Part 4
Conic sections,conics-precalc,/video/iit-jee-circle-hyperbola-common-tangent-part-5,https://cdn.kastatic.org/KA-youtube-converted/rPoqpQcgNv4.mp4-low/rPoqpQcgNv4-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/rPoqpQcgNv4.mp4/rPoqpQcgNv4.mp4,https://cdn.kastatic.org/KA-youtube-converted/rPoqpQcgNv4.mp4-low-ios/rPoqpQcgNv4-low-ios.mp4,http://www.youtube.com/watch?v=rPoqpQcgNv4&feature=youtube_gdata_player,2010 IIT JEE Paper 1 Problem 45 Circle Hyperbola Common Tangent Part 5
Conic sections,conics-precalc,/video/iit-jee-circle-hyperbola-intersection,https://cdn.kastatic.org/KA-youtube-converted/6g3DPg2HqGw.mp4-low/6g3DPg2HqGw-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/6g3DPg2HqGw.mp4/6g3DPg2HqGw.mp4,https://cdn.kastatic.org/KA-youtube-converted/6g3DPg2HqGw.mp4-low-ios/6g3DPg2HqGw-low-ios.mp4,http://www.youtube.com/watch?v=6g3DPg2HqGw&feature=youtube_gdata_player,2010 IIT JEE Paper 1 Problem 46: Find the equation of a circle whose diameter is defined by the two intersection points of given circle and hyperbola.
Vectors,vectors-precalc,/video/introduction-to-vectors-and-scalars,https://cdn.kastatic.org/KA-youtube-converted/ihNZlp7iUHE.mp4-low/ihNZlp7iUHE-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/ihNZlp7iUHE.mp4/ihNZlp7iUHE.mp4,https://cdn.kastatic.org/KA-youtube-converted/ihNZlp7iUHE.mp4-low-ios/ihNZlp7iUHE-low-ios.mp4,http://www.youtube.com/watch?v=ihNZlp7iUHE&feature=youtube_gdata_player,Distance  displacement  speed and velocity. Difference between vectors and scalars.
Vectors,vectors-precalc,/video/vector-representations-example,https://cdn.kastatic.org/KA-youtube-converted/n8Ic2Oj-zvA.mp4-low/n8Ic2Oj-zvA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/n8Ic2Oj-zvA.mp4/n8Ic2Oj-zvA.mp4,https://cdn.kastatic.org/KA-youtube-converted/n8Ic2Oj-zvA.mp4-low-ios/n8Ic2Oj-zvA-low-ios.mp4,http://www.youtube.com/watch?v=n8Ic2Oj-zvA&feature=youtube_gdata_player,Watch Sal figure out which of a few options could be represented by a vector. Remember that vectors have both magnitude and direction!
Vectors,vectors-precalc,/video/equivalent-vectors-examples,https://cdn.kastatic.org/KA-youtube-converted/v_W-aaB1irs.mp4-low/v_W-aaB1irs-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/v_W-aaB1irs.mp4/v_W-aaB1irs.mp4,https://cdn.kastatic.org/KA-youtube-converted/v_W-aaB1irs.mp4-low-ios/v_W-aaB1irs-low-ios.mp4,http://www.youtube.com/watch?v=v_W-aaB1irs&feature=youtube_gdata_player,Sal determines if two vectors shown on a graph are equivalent by seeing if they have the same magnitude and direction.
Vectors,vectors-precalc,/video/example-finding-components-of-a-vector,https://cdn.kastatic.org/KA-youtube-converted/BmDph4uNfPI.mp4-low/BmDph4uNfPI-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/BmDph4uNfPI.mp4/BmDph4uNfPI.mp4,https://cdn.kastatic.org/KA-youtube-converted/BmDph4uNfPI.mp4-low-ios/BmDph4uNfPI-low-ios.mp4,http://www.youtube.com/watch?v=BmDph4uNfPI&feature=youtube_gdata_player,Sal finds the x and y-components of a vector given its graph.
Vectors,vectors-precalc,/video/example-comparing-x-components-of-vectors,https://cdn.kastatic.org/KA-youtube-converted/v7ZZ1ctT1k0.mp4-low/v7ZZ1ctT1k0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/v7ZZ1ctT1k0.mp4/v7ZZ1ctT1k0.mp4,https://cdn.kastatic.org/KA-youtube-converted/v7ZZ1ctT1k0.mp4-low-ios/v7ZZ1ctT1k0-low-ios.mp4,http://www.youtube.com/watch?v=v7ZZ1ctT1k0&feature=youtube_gdata_player,Sal figures out which vectors have the same x-component given the graphs of 4 different vectors.
Vectors,vectors-precalc,/video/example-calcuating-magnitude-of-vector-from-graph,https://cdn.kastatic.org/KA-youtube-converted/-U53eHKCLcg.mp4-low/-U53eHKCLcg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/-U53eHKCLcg.mp4/-U53eHKCLcg.mp4,https://cdn.kastatic.org/KA-youtube-converted/-U53eHKCLcg.mp4-low-ios/-U53eHKCLcg-low-ios.mp4,http://www.youtube.com/watch?v=-U53eHKCLcg&feature=youtube_gdata_player,Sal finds the magnitude of a vector given its graph.
Vectors,vectors-precalc,/video/finding-vector-magnitude-from-components,https://cdn.kastatic.org/KA-youtube-converted/qMZnsj4ZO9g.mp4-low/qMZnsj4ZO9g-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/qMZnsj4ZO9g.mp4/qMZnsj4ZO9g.mp4,https://cdn.kastatic.org/KA-youtube-converted/qMZnsj4ZO9g.mp4-low-ios/qMZnsj4ZO9g-low-ios.mp4,http://www.youtube.com/watch?v=qMZnsj4ZO9g&feature=youtube_gdata_player,Sal finds the magnitude of a vector given its components of (5  -3).
Vectors,vectors-precalc,/video/example-of-vector-magnitude-from-initial-and-terminal-points,https://cdn.kastatic.org/KA-youtube-converted/gluN2wxqES0.mp4-low/gluN2wxqES0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/gluN2wxqES0.mp4/gluN2wxqES0.mp4,https://cdn.kastatic.org/KA-youtube-converted/gluN2wxqES0.mp4-low-ios/gluN2wxqES0-low-ios.mp4,http://www.youtube.com/watch?v=gluN2wxqES0&feature=youtube_gdata_player,Sal finds the magnitude of the vector with initial point (-7  3) and terminal point (2  -1).
Vectors,vectors-precalc,/video/understanding-multiplying-vectors-by-scalars,https://cdn.kastatic.org/KA-youtube-converted/JuTvjQgpUMQ.mp4-low/JuTvjQgpUMQ-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/JuTvjQgpUMQ.mp4/JuTvjQgpUMQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/JuTvjQgpUMQ.mp4-low-ios/JuTvjQgpUMQ-low-ios.mp4,http://www.youtube.com/watch?v=JuTvjQgpUMQ&feature=youtube_gdata_player,Sal explains what happens graphically and to the components of a vector when we multiply it by a scalar.
Vectors,vectors-precalc,/video/examples-from-understanding-scalar-multiplication-exercise,https://cdn.kastatic.org/KA-youtube-converted/kLLsJXc1E1E.mp4-low/kLLsJXc1E1E-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/kLLsJXc1E1E.mp4/kLLsJXc1E1E.mp4,https://cdn.kastatic.org/KA-youtube-converted/kLLsJXc1E1E.mp4-low-ios/kLLsJXc1E1E-low-ios.mp4,http://www.youtube.com/watch?v=kLLsJXc1E1E&feature=youtube_gdata_player,Sal analyzes the magnitude and direction of vectors that are a result of scalar multiplication of a vector whose magnitude is given.
Vectors,vectors-precalc,/video/adding-and-subtracting-vectors,https://cdn.kastatic.org/KA-youtube-converted/VgqsM-XdBD0.mp4-low/VgqsM-XdBD0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/VgqsM-XdBD0.mp4/VgqsM-XdBD0.mp4,https://cdn.kastatic.org/KA-youtube-converted/VgqsM-XdBD0.mp4-low-ios/VgqsM-XdBD0-low-ios.mp4,http://www.youtube.com/watch?v=VgqsM-XdBD0&feature=youtube_gdata_player,Sal shows how to add vectors by adding their components  then explains the intuition behind adding vectors using a graph.
Vectors,vectors-precalc,/video/visually-adding-and-subtracting-vectors,https://cdn.kastatic.org/KA-youtube-converted/BsBH8nAv5l4.mp4-low/BsBH8nAv5l4-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/BsBH8nAv5l4.mp4/BsBH8nAv5l4.mp4,https://cdn.kastatic.org/KA-youtube-converted/BsBH8nAv5l4.mp4-low-ios/BsBH8nAv5l4-low-ios.mp4,http://www.youtube.com/watch?v=BsBH8nAv5l4&feature=youtube_gdata_player,Build intuition behind adding and subtracting vectors visually and the "head-to-tail" method.
Vectors,vectors-precalc,/video/subtracting-vectors-exercise-example,https://cdn.kastatic.org/KA-youtube-converted/coDfeoi2zcQ.mp4-low/coDfeoi2zcQ-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/coDfeoi2zcQ.mp4/coDfeoi2zcQ.mp4,https://cdn.kastatic.org/KA-youtube-converted/coDfeoi2zcQ.mp4-low-ios/coDfeoi2zcQ-low-ios.mp4,http://www.youtube.com/watch?v=coDfeoi2zcQ&feature=youtube_gdata_player,Watch Sal determine which diagram represents vector subtraction graphically.
Vectors,vectors-precalc,/video/adding-vectors,https://cdn.kastatic.org/KA-youtube-converted/8QihetGj3pg.mp4-low/8QihetGj3pg-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/8QihetGj3pg.mp4/8QihetGj3pg.mp4,https://cdn.kastatic.org/KA-youtube-converted/8QihetGj3pg.mp4-low-ios/8QihetGj3pg-low-ios.mp4,http://www.youtube.com/watch?v=8QihetGj3pg&feature=youtube_gdata_player,To add the vectors (x₁ y₁) and (x₂ y₂)  we add the corresponding components from each vector: (x₁+x₂ y₁+y₂). Here's a concrete example: the sum of (2 4) and (1 5) is (2+1 4+5)  which is (3 9). There's also a nice graphical way to add vectors  and the two ways will always result in the same vector.​​
Vectors,vectors-precalc,/video/combined-vector-operations-example,https://cdn.kastatic.org/KA-youtube-converted/TdhbEonaHrc.mp4-low/TdhbEonaHrc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/TdhbEonaHrc.mp4/TdhbEonaHrc.mp4,https://cdn.kastatic.org/KA-youtube-converted/TdhbEonaHrc.mp4-low-ios/TdhbEonaHrc-low-ios.mp4,http://www.youtube.com/watch?v=TdhbEonaHrc&feature=youtube_gdata_player,Watch Sal find new vector 3u + 1/5w when u = (2  -1) and w = (-5  5).
Vectors,vectors-precalc,/video/intro-unit-vector-notation,https://cdn.kastatic.org/KA-youtube-converted/9ylUcCOTH8Y.mp4-low/9ylUcCOTH8Y-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9ylUcCOTH8Y.mp4/9ylUcCOTH8Y.mp4,https://cdn.kastatic.org/KA-youtube-converted/9ylUcCOTH8Y.mp4-low-ios/9ylUcCOTH8Y-low-ios.mp4,http://www.youtube.com/watch?v=9ylUcCOTH8Y&feature=youtube_gdata_player,Unit vectors are vectors whose magnitude is exactly 1 unit. They are very useful for different reasons. Specifically  the unit vectors [0 1] and [1 0] can form together any other vector.
Vectors,vectors-precalc,/video/unit-vector-intro,https://cdn.kastatic.org/KA-youtube-converted/jCkhbKFZgLk.mp4-low/jCkhbKFZgLk-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/jCkhbKFZgLk.mp4/jCkhbKFZgLk.mp4,https://cdn.kastatic.org/KA-youtube-converted/jCkhbKFZgLk.mp4-low-ios/jCkhbKFZgLk-low-ios.mp4,http://www.youtube.com/watch?v=jCkhbKFZgLk&feature=youtube_gdata_player,Learn what a unit vector is and how to find a unit vector in the direction of a given vector.
Vectors,vectors-precalc,/video/scaling-unit-vector,https://cdn.kastatic.org/KA-youtube-converted/OFBI_rNDZE0.mp4-low/OFBI_rNDZE0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/OFBI_rNDZE0.mp4/OFBI_rNDZE0.mp4,https://cdn.kastatic.org/KA-youtube-converted/OFBI_rNDZE0.mp4-low-ios/OFBI_rNDZE0-low-ios.mp4,http://www.youtube.com/watch?v=OFBI_rNDZE0&feature=youtube_gdata_player,Watch Sal scale up a unit vector to have a magnitude greater than 1.
Vectors,vectors-precalc,/video/angles-of-vectors-from-components,https://cdn.kastatic.org/KA-youtube-converted/A3OuFLHum6w.mp4-low/A3OuFLHum6w-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/A3OuFLHum6w.mp4/A3OuFLHum6w.mp4,https://cdn.kastatic.org/KA-youtube-converted/A3OuFLHum6w.mp4-low-ios/A3OuFLHum6w-low-ios.mp4,http://www.youtube.com/watch?v=A3OuFLHum6w&feature=youtube_gdata_player,Sal first finds the direction angle of a vector in the first quadrant  then moves onto a trickier one in the second quadrant.
Vectors,vectors-precalc,/video/more-examples-finding-vector-angles,https://cdn.kastatic.org/KA-youtube-converted/EX0Ha42WQ24.mp4-low/EX0Ha42WQ24-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/EX0Ha42WQ24.mp4/EX0Ha42WQ24.mp4,https://cdn.kastatic.org/KA-youtube-converted/EX0Ha42WQ24.mp4-low-ios/EX0Ha42WQ24-low-ios.mp4,http://www.youtube.com/watch?v=EX0Ha42WQ24&feature=youtube_gdata_player,Sal finds the direction angle of a vector in the third quadrant and a vector in the fourth quadrant.
Vectors,vectors-precalc,/video/vector-components-from-magnitude-and-direction,https://cdn.kastatic.org/KA-youtube-converted/MkFbisCyjFc.mp4-low/MkFbisCyjFc-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/MkFbisCyjFc.mp4/MkFbisCyjFc.mp4,https://cdn.kastatic.org/KA-youtube-converted/MkFbisCyjFc.mp4-low-ios/MkFbisCyjFc-low-ios.mp4,http://www.youtube.com/watch?v=MkFbisCyjFc&feature=youtube_gdata_player,Sal finds the components of a couple of vectors given in magnitude and direction form.
Vectors,vectors-precalc,/video/mag-dir-vec-sums,https://cdn.kastatic.org/KA-youtube-converted/6Kw2nIwWYL0.mp4-low/6Kw2nIwWYL0-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/6Kw2nIwWYL0.mp4/6Kw2nIwWYL0.mp4,https://cdn.kastatic.org/KA-youtube-converted/6Kw2nIwWYL0.mp4-low-ios/6Kw2nIwWYL0-low-ios.mp4,http://www.youtube.com/watch?v=6Kw2nIwWYL0&feature=youtube_gdata_player,Watch Sal add two vectors given in magnitude and direction form by breaking them down into components first.
Vectors,vectors-precalc,/video/mag-dir-vec-sums-2,https://cdn.kastatic.org/KA-youtube-converted/SjY5UytlTTs.mp4-low/SjY5UytlTTs-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/SjY5UytlTTs.mp4/SjY5UytlTTs.mp4,https://cdn.kastatic.org/KA-youtube-converted/SjY5UytlTTs.mp4-low-ios/SjY5UytlTTs-low-ios.mp4,http://www.youtube.com/watch?v=SjY5UytlTTs&feature=youtube_gdata_player,Watch Sal finish the problem he started in part 1 by converting the sum back to magnitude and direction form.
Vectors,vectors-precalc,/video/mag-vec-sums,https://cdn.kastatic.org/KA-youtube-converted/0t8W4JFpP2M.mp4-low/0t8W4JFpP2M-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/0t8W4JFpP2M.mp4/0t8W4JFpP2M.mp4,https://cdn.kastatic.org/KA-youtube-converted/0t8W4JFpP2M.mp4-low-ios/0t8W4JFpP2M-low-ios.mp4,http://www.youtube.com/watch?v=0t8W4JFpP2M&feature=youtube_gdata_player,Sal explains some interesting properties of the magnitude of vector sums.
Vectors,vectors-precalc,/video/vector-component-in-direction,https://cdn.kastatic.org/KA-youtube-converted/9A8wM1UMLyo.mp4-low/9A8wM1UMLyo-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/9A8wM1UMLyo.mp4/9A8wM1UMLyo.mp4,https://cdn.kastatic.org/KA-youtube-converted/9A8wM1UMLyo.mp4-low-ios/9A8wM1UMLyo-low-ios.mp4,http://www.youtube.com/watch?v=9A8wM1UMLyo&feature=youtube_gdata_player,
Vectors,vectors-precalc,/video/adding-three-vectors,https://cdn.kastatic.org/KA-youtube-converted/KNklNvGof8o.mp4-low/KNklNvGof8o-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/KNklNvGof8o.mp4/KNklNvGof8o.mp4,https://cdn.kastatic.org/KA-youtube-converted/KNklNvGof8o.mp4-low-ios/KNklNvGof8o-low-ios.mp4,http://www.youtube.com/watch?v=KNklNvGof8o&feature=youtube_gdata_player,Sal solves a word problem where three vector forces act upon a ring in different magnitudes & directions.
Vectors,vectors-precalc,/video/adding-displacement-vectors,https://cdn.kastatic.org/KA-youtube-converted/cf1-CwrDwrA.mp4-low/cf1-CwrDwrA-low.mp4,https://cdn.kastatic.org/KA-youtube-converted/cf1-CwrDwrA.mp4/cf1-CwrDwrA.mp4,https://cdn.kastatic.org/KA-youtube-converted/cf1-CwrDwrA.mp4-low-ios/cf1-CwrDwrA-low-ios.mp4,http://www.youtube.com/watch?v=cf1-CwrDwrA&feature=youtube_gdata_player,Sal solves a word problem with vectors where he finds the total straight-line distance traveled over a few days.
