title,subject,interal_id,url,id_number,description
Volume using calculus,AP Calculus BC,xb660876c,https://www.khanacademy.org/math/ap-calculus-bc/volume-using-calculus-bc,volume-using-calculus-bc,Integrals can be used to find 2D measures (area) and 1D measures (lengths). But it can also be used to find 3D measures (volume)! Learn all about it here.
Sequences & series intro,AP Calculus BC,x9ffbc3b5,https://www.khanacademy.org/math/ap-calculus-bc/series-bc,series-bc,Sequences are like chains of ordered terms. Series are sums of terms in sequences. These simple innovations uncover a world of fascinating functions and behavior.
Series convergence & estimation,AP Calculus BC,xfd078264237b0d0f,https://www.khanacademy.org/math/ap-calculus-bc/series-convergence-bc,series-convergence-bc,How can we tell whether a series converges or diverges? How can we find the value a series converges to? There is an impressive repository of tools that can help us with these questions. Learn all about it here.
Power series,AP Calculus BC,x25868d94,https://www.khanacademy.org/math/ap-calculus-bc/power-series-bc,power-series-bc,Power series are infinite series of the form Σaₙxⁿ (where n is a positive integer). Even though this family of series has a surprisingly simple behavior  it can be used to approximate very elaborate functions.
Differential equations,AP Calculus BC,x14b879eb,https://www.khanacademy.org/math/ap-calculus-bc/diff-equations-bc,diff-equations-bc,Differential equations are equations that include both a function and its derivative (or higher-order derivatives). For example  y=y' is a differential equation. Learn how to find and represent solutions of basic differential equations.
AP Calculus BC questions,AP Calculus BC,xc086f8ca,https://www.khanacademy.org/math/ap-calculus-bc/solved-exams-bc,solved-exams-bc,The Calculus BC AP exam is a super set of the AB exam.  It covers everything in AB as well as some of the more advanced topics in integration  sequences and function approximation.  This tutorial is great practice for anyone looking to test their calculus mettle!
Thinking about multivariable functions,Multivariable calculus,x9cf34252,https://www.khanacademy.org/math/multivariable-calculus/thinking-about-multivariable-function,thinking-about-multivariable-function,The only thing separating multivariable calculus from ordinary calculus is this newfangled word "multivariable".  It means we will deal with functions whose inputs or outputs live in two or more dimensions.  Here we lay the foundations for thinking about and visualizing multivariable functions.
Derivatives of multivariable functions,Multivariable calculus,xb3d3f2ba,https://www.khanacademy.org/math/multivariable-calculus/multivariable-derivatives,multivariable-derivatives,What does it mean to take the derivative of a function whose input lives in multiple dimensions?  What about when its output is a vector?  Here we go over many different ways to  extend the idea of a derivative to higher dimensions  including partial derivatives​  directional derivatives  the gradient  vector derivatives  divergence  curl  etc.
Applications of multivariable derivatives,Multivariable calculus,x56699651,https://www.khanacademy.org/math/multivariable-calculus/applications-of-multivariable-derivatives,applications-of-multivariable-derivatives,The tools of partial derivatives  the gradient  etc. can be used to optimize and approximate multivariable functions.  These are very useful in practice  and to a large extent this is why people study multivariable calculus.
Integrating multivariable functions,Multivariable calculus,x833b5150,https://www.khanacademy.org/math/multivariable-calculus/integrating-multivariable-functions,integrating-multivariable-functions,There are many ways to extend the idea of integration to multiple dimensions: Line integrals  double integrals  triple integrals  surface integrals  etc.  Each one lets you add infinitely many infinitely small values  where those values might come from points on a curve  points in an area  points on a surface  etc.    These are all very powerful tools  relevant to almost all real-world applications of calculus.  In particular  they are an invaluable tool in physics.
Green's Stokes' and the divergence theorems,Multivariable calculus,xdc273fcc,https://www.khanacademy.org/math/multivariable-calculus/greens-theorem-and-stokes-theorem,greens-theorem-and-stokes-theorem,Here we cover four different ways to extend the fundamental theorem of calculus to multiple dimensions.  Green's theorem and the 2D divergence theorem do this for two dimensions  then we crank it up to three dimensions with Stokes' theorem and the (3D) divergence theorem.
Limits basics,Differential calculus,x1e3477dc,https://www.khanacademy.org/math/differential-calculus/limit-basics-dc,limit-basics-dc,Limits are intuitive  yet elusive. Learn what they are all about and how to find limits of functions from graphs or tables of values. Learn about the difference between one-sided and two-sided limits and how they relate to each other.
Continuity,Differential calculus,x309b509f,https://www.khanacademy.org/math/differential-calculus/continuity-dc,continuity-dc,Continuous functions are  in essence  functions whose graphs can be drawn without lifting up your pen. This may sound simple  but this is in fact a very rich subject. Learn how continuity is defined using limits  and about a main property of all continuous functions -- the Intermediate value theorem.
Limits from equations,Differential calculus,xd65559c1,https://www.khanacademy.org/math/differential-calculus/limits-from-equations-dc,limits-from-equations-dc,Now that we have all the conceptual stuff laid down  we can start have some fun with finding limits of various functions. Some of these limits don't want you to find them so fast  but we're sure you'll get them in the end!
Infinite limits,Differential calculus,xf734ef1c,https://www.khanacademy.org/math/differential-calculus/infinite-limits-dc,infinite-limits-dc,Basically  a limit must be at a specific point and have a specific value in order to be defined. Nevertheless  there are two kinds of limits that break these rules. One kind is unbounded limits -- limits that approach ± infinity (you may know them as "vertical asymptotes"). The other kind is limits at infinity -- these limits describe the value a function is approaching as x goes to ± infinity (you may know them as "horizontal asymptotes").
Derivative introduction,Differential calculus,x5398b3b3,https://www.khanacademy.org/math/differential-calculus/derivative-intro-dc,derivative-intro-dc,Get comfortable with the big idea of differential calculus  the derivative. The derivative of a function has many different interpretations and they are all very useful when dealing with differential calculus problems. This topic covers all of those interpretations  including the formal definition of the derivative and the notion of differentiable functions.
Basic differentiation,Differential calculus,xd5874709,https://www.khanacademy.org/math/differential-calculus/basic-differentiation-dc,basic-differentiation-dc,Differentiating functions is not an easy task! Make your first steps in this vast and rich world with some of the most basic differentiation rules  including the Power rule. It will surely make you feel more powerful.
Product quotient & chain rules,Differential calculus,x32acf9ee,https://www.khanacademy.org/math/differential-calculus/product-quotient-chain-rules-dc,product-quotient-chain-rules-dc,Covered basic differentiation? Great! Now let's take things to the next level. In this topic  you will learn general rules that tell us how to differentiate products of functions  quotients of functions  and composite functions. Anxious to find the derivative of eˣ⋅sin(x²)? You've come to the right place.
Differentiating common functions,Differential calculus,xca93b482,https://www.khanacademy.org/math/differential-calculus/diff-common-func-dc,diff-common-func-dc,Now that you know all the important differentiation rules  let's solve some problems that involve the differentiation of various common functions.
Advanced differentiation,Differential calculus,x778939c0,https://www.khanacademy.org/math/differential-calculus/advanced-diff-dc,advanced-diff-dc,The chain rule sets the stage for implicit differentiation  which in turn allows us to differentiate inverse functions (and specifically the inverse trigonometric functions). This is really the top of the line when it comes to differentiation.
Analyzing functions with calculus,Differential calculus,x14aabbd0,https://www.khanacademy.org/math/differential-calculus/analyzing-func-with-calc-dc,analyzing-func-with-calc-dc,Let's put all of our differentiation abilities to use  by analyzing the graphs of various functions. As you will see  the derivative and the second derivative of a function can tell us a lot about the function's graph.
Derivative applications,Differential calculus,x923da12d,https://www.khanacademy.org/math/differential-calculus/derivative-applications-dc,derivative-applications-dc,Solve real world problems (and some pretty elaborate mathematical problems) using the power of differential calculus.
Vectors and spaces,Linear algebra,x5b1b89e0,https://api.khanacademy.org/math/linear-algebra/vectors-and-spaces,vectors-and-spaces,Let's get our feet wet by thinking in terms of vectors and spaces.
Matrix transformations,Linear algebra,x7a8cfdaa,https://api.khanacademy.org/math/linear-algebra/matrix-transformations,matrix-transformations,Understanding how we can map one set of vectors to another set.  Matrices used to define linear transformations.
Alternate coordinate systems (bases),Linear algebra,xa2a6b742,https://api.khanacademy.org/math/linear-algebra/alternate-bases,alternate-bases,We explore creating and moving between various coordinate systems.
Counting and place value,Kindergarten,xa67251d8,https://api.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-counting,cc-kindergarten-counting,Learn how to count. Say how many objects you see.  Learn about teen numbers and how to break them up.
Addition and subtraction,Kindergarten,xe14b6218,https://api.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-add-subtract,cc-kindergarten-add-subtract,Learn the basics of adding and subtracting.
Measurement and geometry,Kindergarten,x5e661ee5,https://api.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-geometry,cc-kindergarten-geometry,Learn how to compare objects based on their size.  Learn basic shapes  compare shapes  and use shapes to create new shapes.
Place value,1st grade,xaa80d2ac,https://www.khanacademy.org/math/cc-1st-grade-math/cc-1st-place-value,cc-1st-place-value,We will learn about the ones and tens place values and compare 2-digit numbers.
Addition and subtraction,1st grade,x2915748a,https://www.khanacademy.org/math/cc-1st-grade-math/cc-1st-add-subtract,cc-1st-add-subtract,First  we will learn how addition and subtraction relate.  Next  we will add and subtract numbers less than or equal to 20 and solve addition and subtraction word problems.  Finally  we will begin adding 2-digit numbers.
Measurement and data,1st grade,xf73303d8,https://www.khanacademy.org/math/cc-1st-grade-math/cc-1st-measurement-data,cc-1st-measurement-data,First  we will compare objects by length and measure objects with same-size length units without gaps or overlaps.  Next  we will read and interpret bar graphs.  Finally  we will tell time on an analog clock to the nearest hour or half-hour.
Geometry,1st grade,x6d9819ab,https://www.khanacademy.org/math/cc-1st-grade-math/cc-1st-geometry,cc-1st-geometry,First  we will identify circles  triangles  squares  rectangles  rhombuses  trapezoids  and hexagons. Then  we will break shapes into equal parts.
Place value,2nd grade,x5bbdb185,https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-place-value,cc-2nd-place-value,We will learn about the ones  tens  and hundreds place values and compare 3-digit numbers.
Addition and subtraction within 100,2nd grade,x8e913210,https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-add-subtract-100,cc-2nd-add-subtract-100,Learn to add and subtract two-digit numbers within 100.
Addition and subtraction within 1000,2nd grade,x694cb622,https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-add-subtract-1000,cc-2nd-add-subtract-1000,Learn to add and subtract two- and three-digit numbers within 1000.
Measurement and data,2nd grade,x4023aec3,https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-measurement-data,cc-2nd-measurement-data,First  we will measure length using unit squares and rulers  compare and estimate length  and solve length word problems.  Next  we will read and make picture graphs  bar graphs  and line plots.  Finally  we will tell time on analog clocks and count U.S. coins and dollars.
Geometry,2nd grade,x2d57d404,https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-geometry,cc-2nd-geometry,First  we will identify quadrilaterals  pentagons  hexagons  and octagons.  Then  we will break shapes into equal parts.
Addition and subtraction,3rd grade,x4d345626,https://api.khanacademy.org/math/cc-third-grade-math/cc-3rd-add-sub-topic,cc-3rd-add-sub-topic,Learn how to add and subtract three-digit numbers by thinking about ones  tens  and hundreds.
Multiplication and division,3rd grade,x149f953f,https://api.khanacademy.org/math/cc-third-grade-math/cc-3rd-mult-div-topic,cc-3rd-mult-div-topic,Multiplication and division are two of the most important operations to understand in math.  If you drink 2 cups of water  5 times  how much water have you drunk?  If you need to divide 9 slices of cake between 3 friends  how much cake does each friend get?
Fractions,3rd grade,x63009ec3,https://api.khanacademy.org/math/cc-third-grade-math/cc-3rd-fractions-topic,cc-3rd-fractions-topic,This will be your first introduction to the idea of fractions.  You'll learn what they are and what they can represent.  Then in 4th and 5th grades  you'll learn to compute with them.
Measurement and geometry,3rd grade,x3b2192e4,https://api.khanacademy.org/math/cc-third-grade-math/cc-third-grade-measurement,cc-third-grade-measurement,In 2nd grade  you learned to measure lengths.  Now we can measure the length around the edge of an object (perimeter) and how much "space" something takes up on a flat surface (area).
Place value and rounding,3rd grade,xb514f3b9,https://api.khanacademy.org/math/cc-third-grade-math/cc-3rd-place-value-rounding,cc-3rd-place-value-rounding,Going a bit deeper with our understanding of place value from 2nd grade.  We'll apply this knowledge to learn to round things to the nearest 10 and 100.
Addition and subtraction,4th grade,x447822a8,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-add-sub-topic,cc-4th-add-sub-topic,Fourth grade is the time to really fine-tune your addition and subtraction skills to the point that you can add and subtract pretty much any multi-digit  whole number!
Multiplication and division,4th grade,xb55cb073,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-mult-div-topic,cc-4th-mult-div-topic,Let's continue on the multiplication and division adventure that was started in third grade. We'll think about multiplying and dividing with whole numbers and discover that sometimes we have a leftover  or a remainder  when we divide. These tutorials will also help you get comfortable with multiplying multi-digit numbers  long division  and solving word problems. Let's do this people!
Fractions,4th grade,xfaed0f99,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fractions-topic,cc-4th-fractions-topic,Learn how to do basic arithmetic with fractions (add  subtract  and multiply). Also learn about mixed numbers and equivalent fractions  and use this knowledge to compare fractions with unlike denominators.
Decimals,4th grade,xcc4bb0c3,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-decimals,cc-4th-decimals,Learn what decimal numbers are  and see how decimals are related to fractions. Along the way  find decimals on the number line  convert between fractions and decimals  and compare decimals.
Measurement and data,4th grade,x58fcadff,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-measurement-topic,cc-4th-measurement-topic,When we measure anything  we do it in human-defined 'units'.  Different units were defined in different places and for different scales.  The two most common are U.S. customary units and metric units. Let's think about how to convert between and among them!  We'll also continue thinking about perimeter and area!
Geometry,4th grade,xd796b5cb,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-geometry-topic,cc-4th-geometry-topic,Finally  we're getting to geometry. We've been waiting for this and hope you have been  too. The foundation of all geometry is the line--so that's a great place to start. From there we'll move into angles  quadrilaterals  and triangles. Our goal here is to get familiar with the basic concepts  skills  and applications of geometry. So jump in and let's go for a ride!
Factors multiples and patterns,4th grade,xa391e5e5,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-fact-mult-topic,cc-4th-fact-mult-topic,We know that 3x2x5 = 30.  So 2  3  and 5 are factors of 30.  30 is a multiple of each of 3  2  and 5.  If a number only has itself and 1 as factors  then the number is "prime".  Don't worry  this is explained in much more depth in the tutorials in this topic.  We will also explore some mathematical patterns.
Place value and rounding,4th grade,x4d29b2d1,https://www.khanacademy.org/math/cc-fourth-grade-math/cc-4th-place-value-rounding,cc-4th-place-value-rounding,We've been exploring place for a while  thinking about ones  tens  and hundreds. But now we're ready to tackle all whole numbers  including numbers in the thousands  millions  and beyond!
Arithmetic operations,5th grade,x59c3b242,https://api.khanacademy.org/math/cc-fifth-grade-math/cc-5th-arith-operations,cc-5th-arith-operations,Let's begin our journey together in 5th grade with good ole fashioned arithmetic. Don't assume that this has to be boring...not at all! We're going to have fun as we learn about and practice adding  subtracting  multiplying  and dividing whole numbers and decimals. We know you're probably pretty comfortable with basic arithmetic  so we'll try to challenge you a little more in these tutorials!
Fractions,5th grade,x91cad26e,https://api.khanacademy.org/math/cc-fifth-grade-math/cc-5th-fractions-topic,cc-5th-fractions-topic,Learn to add  subtract  multiply  and divide fractions and mixed numbers.
Place value and decimals,5th grade,xdd840283,https://api.khanacademy.org/math/cc-fifth-grade-math/cc-5th-place-value-decimals-top,cc-5th-place-value-decimals-top,To really understand how decimal numbers work  we need a deep understanding of place value. The big picture goal of these tutorials is to connect decimal place value to the idea of multiplying by 10.
Measurement and data,5th grade,x0ad7497b,https://api.khanacademy.org/math/cc-fifth-grade-math/cc-5th-measurement-topic,cc-5th-measurement-topic,If you think about it  we measure almost everything: time  distance  size  weight  volume  etc. Every THING can be measured. The question is  what unit of measurement is used and how is that unit constructed  compared  and converted? This last part is what we explore in these tutorials.
Geometry,5th grade,x6e6877f8,https://api.khanacademy.org/math/cc-fifth-grade-math/cc-5th-geometry-topic,cc-5th-geometry-topic,We're going to stick our toes into the proverbial waters of geometry! For those of you that are visual learners you'll love this topic. We'll examine all kinds of lines and shapes in the 1st  2nd  and 3rd dimensions. Topics we'll cover include the coordinate plane  plotting points  quadrilaterals  parallelograms  trapezoids  and rhombi (plural for a rhombus). Start your engines!
Algebraic thinking,5th grade,x49226f8c,https://api.khanacademy.org/math/cc-fifth-grade-math/cc-5th-algebraic-thinking,cc-5th-algebraic-thinking,Arithmetic is fun  but algebra is a blast! Look  nothing is easy the first time you try it so don't get discouraged. These tutorials will give you some straightforward explanations and examples to get you started down the road of algebraic thinking. We'll practice writing and evaluating numerical expressions  as well as seeing  interpreting  and graphing patterns and relationships between numbers. We're laying the foundation for lots of good learning ahead!
Ratios rates & percentages,6th grade,x22eef7de,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-ratios-prop-topic,cc-6th-ratios-prop-topic,Ratios  rates  and percentages are some of the most useful math concepts in real life (and what is REAL life anyway  huh?). From baking recipes to sports  these concepts wiggle their way into our lives on a daily basis.
Arithmetic operations,6th grade,xf5815416,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-arithmetic-operations,cc-6th-arithmetic-operations,The most fundamental branch of math is arithmetic operations. It consists of adding  subtracting  multiplying  and dividing numbers. We're willing to bet that doing these operations on whole numbers is a piece of cake  but now we'll mix those numbers up with decimals and fractions. We'll also introduce the idea exponents as they become much more important moving forward. So sharpen that pencil and relax in your chair  we're going for a ride!
Negative numbers,6th grade,x347111cf,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-negative-number-topic,cc-6th-negative-number-topic,Negative numbers are a necessary part of our understanding of mathematics and the world. The idea of anything "negative" is often seen as "bad." Negative numbers are not only good  but they're fun! Walk through this tutorial with us and we'll show you how they are defined  interpreted  and applied. Absolute value is a type of negative number that is expressed as a positive. Confused? Don't be. We got your back.
Properties of numbers,6th grade,x673b532f,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-factors-and-multiples,cc-6th-factors-and-multiples,Learn how to find the least common multiple (LCM) and greatest common factor (GCF).
Variables & expressions introduction,6th grade,x8ade30f9,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-expressions-and-variables,cc-6th-expressions-and-variables,Learn what variables are and practice using them in expressions. The major concepts covered in these tutorials are substitution  the distributive property  and combining like terms.
Equations & inequalities introduction,6th grade,x98e0520f,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equations-and-inequalities,cc-6th-equations-and-inequalities,Learn about equations and inequalities that have variables in them. These tutorials focus on solving equations and understanding solutions to inequalities.
Equivalent expressions,6th grade,x77851161,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-equivalent-exp,cc-6th-equivalent-exp,Learn how we can combine like terms and use the distributive property to create equivalent expressions.
Geometry,6th grade,xfa626edb,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-geometry-topic,cc-6th-geometry-topic,Learn how to find the area  volume  and surface area of all sorts of geometric shapes. Also work with shapes on the coordinate plane.
Data and statistics,6th grade,x419abcbd,https://www.khanacademy.org/math/cc-sixth-grade-math/cc-6th-data-statistics,cc-6th-data-statistics,In statistics  we try to make sense of the world by collecting  organizing  analyzing  and presenting large amounts of data. For example  you may survey your friends about what tv show is most popular  but the small sample size will not give you an accurate idea of what ALL 6th graders like to watch. To do this you must survey a cross section of students from all around the country and all backgrounds. The data can then be statistically analyzed to give a more accurate picture of what tv show is most popular. So let's dive into a discussion of statistics  including box and whisker plots  bar charts  pictographs  line graphs  and dot plots.
Negative numbers addition and subtraction,7th grade,x7ef05b40,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-add-and-subtract,cc-7th-negative-numbers-add-and-subtract,Add and subtract negative numbers  and see how absolute value can be used to find the distance between any two numbers on the number line.
Negative numbers multiplication and division,7th grade,x4ddd8846,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-multiply-and-divide,cc-7th-negative-numbers-multiply-and-divide,Learn to multiply and divide negative numbers. Once you've got the basics down  we'll revisit fractions  exponents  and order of operations but this time with negatives!
Fractions decimals & percentages,7th grade,xbee72d33,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-fractions-decimals,cc-7th-fractions-decimals,In these tutorials  we'll explore the number system. We'll convert fractions to decimals  operate on numbers in different forms  meet complex fractions  and identify types of numbers. We'll also solve interesting word problems involving percentages (discounts  taxes  and tip calculations).
Rates & proportional relationships,7th grade,x805b3a5e,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-ratio-proportion,cc-7th-ratio-proportion,Learn all about proportional relationships. How are they connected to ratios and rates? What do their graphs look like? What types of word problems can we solve with proportions?
Expressions equations & inequalities,7th grade,x0a8c9f98,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-variables-expressions,cc-7th-variables-expressions,Bring on the algebra! Learn how to manipulate expressions and solve equations and inequalities.
Geometry,7th grade,xc1a4d524,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-geometry,cc-7th-geometry,Geometric shapes are all around us. The world is built with them. In this series of tutorials and exercises you'll become familiar with Euclidean geometry and terms like segments  scale drawings  parts of a circle  area  volume  angles  and geometric figures.
Statistics and probability,7th grade,x657459cb,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-probability-statistics,cc-7th-probability-statistics,This introduction to probability and statistics explores probability models  sample spaces  compound events  random samples  and a whole lot more.
Numbers and operations,8th grade,x1afd9461,https://api.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations,cc-8th-numbers-operations,Math is all about numbers (like 89 and 3.14) and operations (like addition and multiplication). In these tutorials  we learn about a some new types of numbers and some new types of operations.
Solving equations with one unknown,8th grade,xdffae55c,https://api.khanacademy.org/math/cc-eighth-grade-math/cc-8th-solving-equations,cc-8th-solving-equations,Learn how to solve more complicated  multi-step equations like 4x + 5 = 6x -7.
Linear equations and functions,8th grade,xc44ef069,https://api.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions,cc-8th-linear-equations-functions,Linear equations like y = 2x + 7 are called "linear" because they make a straight line when we graph them. These tutorials introduce you to linear relationships  their graphs  and functions.
Systems of equations,8th grade,x71149dce,https://api.khanacademy.org/math/cc-eighth-grade-math/cc-8th-systems-topic,cc-8th-systems-topic,A "system of equations" is when we're dealing with more than one equation at the same time. These tutorials show you how to set up and solve systems of equations.
Geometry,8th grade,x7306f126,https://api.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry,cc-8th-geometry,In this topic  we will learn about special angles  such as angles between intersecting lines and triangle angles.  Next  we will learn about the Pythagorean theorem.  We will find volume of 3D shapes like spheres  cones  and cylinders.  Finally  we will learn about translations  rotations  reflections  and congruence and similarity.
Data and modeling,8th grade,xe83906b3,https://api.khanacademy.org/math/cc-eighth-grade-math/cc-8th-data,cc-8th-data,In this topic  we will learn about scatter plots  lines of best fit  and two-way tables.
Intro to biology,Biology,x3072dc12,https://www.khanacademy.org/science/biology/intro-to-biology,intro-to-biology,New to biology? You're in the right place! Start your biological journey here.
Chemistry of life,Biology,x676dc616,https://www.khanacademy.org/science/biology/chemistry--of-life,chemistry--of-life,Learn how chemistry makes life possible! From you  to your dog  to your dinner  to the global ecosystem  all living systems are made out of atoms that obey the basic rules of chemistry. Here  you can learn about the key properties of atoms  including what particles they contain  how they are organized  and how they form chemical bonds with one another.
Water acids and bases,Biology,xad41fac7,https://www.khanacademy.org/science/biology/water-acids-and-bases,water-acids-and-bases,Where would we be without water? Well  we probably wouldn't exist at all!  Learn more about this fascinating molecule: its hydrogen bonds  its properties  and why it's a key ingredient for biological systems of all sizes. Plus  brush up on the acid-base chemistry that takes place in water (and learn how it works in your own bloodstream)!
Properties of carbon,Biology,x3b0a9408,https://www.khanacademy.org/science/biology/properties-of-carbon,properties-of-carbon,Did you know that your body is approximately 18% carbon? Learn more about carbon and why it makes a great building block for biological molecules. We'll look at the bonding properties of carbon  the structures of hydrocarbons  different types of isomerism  and some functional groups important in biology.
Macromolecules,Biology,x378be429,https://www.khanacademy.org/science/biology/macromolecules,macromolecules,There's an old saying  "You are what you eat." In some senses  this is literally true! When we eat food  we take in the large biological molecules found in the food  including carbohydrates  proteins  lipids (such as fats)  and nucleic acids (such as DNA)  and use them to power our cells and build our bodies. Dive into the different types of macromolecules  what they are made up of  and how they are built up and broken down.
Energy and enzymes,Biology,x9ad19cd0,https://www.khanacademy.org/science/biology/energy-and-enzymes,energy-and-enzymes,You  like other living systems  are an amazing energy transformer. As you move your eyes to read these words  your body is busily converting chemical energy from your lunch into kinetic energy and thermal energy (heat). Learn more about how biological energy transfers work  as well as how protein machines called enzymes direct metabolic traffic through your cells.
Structure of a cell,Biology,x165544a8,https://www.khanacademy.org/science/biology/structure-of-a-cell,structure-of-a-cell,You  my friend  are made up of cells. Lots and lots of them. Some of them are eukaryotic (human)  but many more of them are prokaryotic  thanks to the friendly bacteria of your gut  skin  and other body systems. Jump in to learn more about prokaryotic and eukaryotic cells and the complex and beautiful structures inside of them.
Membranes and transport,Biology,xdffb52d5,https://www.khanacademy.org/science/biology/membranes-and-transport,membranes-and-transport,How do the cells in your body define their boundaries (and control what comes in or goes out)? As it turns out  cells have a sophisticated and flexible barrier  the plasma membrane  and a wide array of strategies for transporting molecules in and out. Learn more about what the membrane's made of and how different types of molecules move across it.
Cellular respiration,Biology,x43050e3d,https://www.khanacademy.org/science/biology/cellular-respiration-and-fermentation,cellular-respiration-and-fermentation,How do your cells extract energy from the food that you eat? As it turns out  cells have a network of elegant metabolic pathways dedicated to just this task. Learn more about cellular respiration  fermentation  and other processes that extract energy from fuel molecules like glucose.
Photosynthesis,Biology,xcb133ebd,https://www.khanacademy.org/science/biology/photosynthesis-in-plants,photosynthesis-in-plants,There's a lot of carbon in your body - in DNA  proteins  carbohydrates  fats  and other key biological molecules. How did that carbon get there? Drumroll... photosynthesis! Learn how plants and other photosynthetic organisms use light energy to make sugars from carbon dioxide and water  bringing both chemical energy and readily usable carbon into Earth’s global ecosystem.
Cell signaling,Biology,x84061818,https://www.khanacademy.org/science/biology/cell-signaling,cell-signaling,Did you know that your cells are continually "talking" to one another? Cells communicate by sending and receiving chemical signals. This molecular conversation allows the cells in your body to coordinate their activities  forming a functional  harmonious whole (a.k.a.  you!). Learn more about the remarkable process of cell signaling.
Cell division,Biology,xc30c1ada,https://www.khanacademy.org/science/biology/cellular-molecular-biology,cellular-molecular-biology,All living things  including you  are made up of cells. Find out how cells divide through mitosis and meiosis  how the cell cycle is controlled  and how problems in cell cycle control can lead to cancer.
Classical and molecular genetics,Biology,x9576dbb9,https://www.khanacademy.org/science/biology/classical-genetics,classical-genetics,Have you ever been told that you have your mother's eyes or grandfather's nose? Learn why traits run in families and how they're passed on. We'll look at Mendel's model of inheritance  see how it's been revised and extended in the past 150 years  and get a sneak preview of the modern concept of a gene.
DNA as the genetic material,Biology,x33d4a4bd,https://www.khanacademy.org/science/biology/dna-as-the-genetic-material,dna-as-the-genetic-material,What exactly is DNA? This seemingly simple polymer  made up of just four different types of monomers  serves as the genetic material for all living organisms. For example  your DNA provides instructions for building and maintaining your unique body and can be passed on if you have children. Learn more about the discovery  structure  and synthesis of this remarkable molecule.
Central dogma (DNA to RNA to protein),Biology,xf6c99121,https://www.khanacademy.org/science/biology/gene-expression-central-dogma,gene-expression-central-dogma,How does a gene in your DNA provide instructions for building a protein? In gene expression  a DNA sequence is first copied to make an RNA molecule  which is then "decoded" to build a protein. Learn more about this remarkable process  shared by all living things.
Gene regulation,Biology,xde1031b5,https://www.khanacademy.org/science/biology/gene-regulation,gene-regulation,You have tens of thousands of genes in your genome. Does that mean your cells express all of those genes  all the time? Not by a long shot! Even an organism as simple as a bacterium must carefully regulate gene expression  ensuring that the right genes are expressed at the right time. Learn more about the mechanisms cells use to turn genes "on" and "off."
Biotechnology,Biology,x1b57989c,https://www.khanacademy.org/science/biology/biotech-dna-technology,biotech-dna-technology,What is biotechnology? Well  if you've ever taken the antibiotic penicillin or eaten bread made with yeast  you've experienced it firsthand! Biotechnology is the use of a living organism  or some component of a living system  to make a useful product. Learn more about modern biotechnology and how it is used in research and biomedical applications.
Developmental biology,Biology,x92f1df45,https://www.khanacademy.org/science/biology/developmental-biology,developmental-biology,Did you know that a frog starts out as a single cell? In fact  so do dogs  elephants  and even human beings! Learn how multicellular organisms end up with many different cell types  organized into the tissues and organs of the body.
Bacteria and archaea,Biology,xeea661d7,https://www.khanacademy.org/science/biology/bacteria-archaea,bacteria-archaea,They're everywhere. They number in the millions of trillions of trillions. They live on every surface  in every environment  and even in your gut. That's right...I'm talking about prokaryotes! Learn more about bacteria and archaea.
Viruses,Biology,x41e306aa,https://www.khanacademy.org/science/biology/biology-of-viruses,biology-of-viruses,Viruses: Are they alive? Are they dead? Are they...undead? Learn more about these fascinating (and clinically important) particles that occupy a "gray area" between living and non-living things.
